p_area,p_tilt,p_azimuth,climate_annual_temperature_c,climate_annual_relative_humidity_pct,climate_annual_total_precipitation_mm,climate_total_total_precipitation_mm,climate_annual_snowfall_mm,climate_total_snowfall_mm,climate_annual_cloud_cover_pct,era5_distance_km,surface_solar_radiation_downwards,surface_solar_radiation_downward_clear_sky,total_sky_direct_solar_radiation_at_surface,toa_incident_solar_radiation,avg_annual_generation
118388,20.0,180.0,16.8982,66.0949,3.1697,38.036,0.0324,0.3887,53.6322,4.2961,15896823.0,20679670.0,10816922.0,30034650.0,9014.333333333334
86164,20.0,180.0,16.9516,70.6342,3.7074,44.4884,0.0193,0.2318,54.5133,1.1901,15758927.0,20627772.0,10542391.0,30114628.0,9700.333333333334
86205,20.0,180.0,16.2713,66.5249,3.3999,40.7993,0.0481,0.5772,54.0792,12.0381,15775377.0,20511994.0,10663900.0,29792066.0,9093.333333333334
99231,20.0,180.0,15.5957,66.0495,3.1251,37.5015,0.0743,0.8918,54.0064,12.8853,15605555.0,20382552.0,10571431.0,29545366.0,9093.333333333334
146834,20.0,180.0,16.3768,66.7597,3.3666,40.3997,0.0452,0.5421,54.0317,12.1423,15800277.0,20500248.0,10675977.0,29792066.0,14114.0
163483,20.0,180.0,16.3768,66.7597,3.3666,40.3997,0.0452,0.5421,54.0317,12.5383,15800277.0,20500248.0,10675977.0,29792066.0,13311.5
36817,20.0,180.0,16.7593,66.4069,3.3538,40.2457,0.0365,0.4383,53.9494,11.9088,15839298.0,20547910.0,10701583.0,29873298.0,3863.3333333333335
88888,20.0,180.0,16.2713,66.5249,3.3999,40.7993,0.0481,0.5772,54.0792,9.1103,15775377.0,20511994.0,10663900.0,29792066.0,9699.666666666666
91981,20.0,180.0,16.4439,72.0556,3.5711,42.853,0.0331,0.3974,55.1423,12.2921,15710732.0,20348488.0,10528169.0,29710208.0,9279.666666666666
107988,20.0,180.0,17.3082,73.2955,3.9533,47.4397,0.0157,0.189,54.2986,7.5118,15954272.0,20590726.0,10735459.0,30114696.0,10009.0
76203,20.0,180.0,16.3654,65.9644,3.2988,39.5861,0.0412,0.4939,54.0212,3.6811,15881391.0,20634190.0,10823581.0,29954316.0,8141.333333333333
39324,25.0,180.0,16.773,70.2128,3.6652,43.9828,0.0238,0.2857,54.5155,12.0177,15688001.0,20591514.0,10492964.0,30034660.0,3993.0
85291,25.0,180.0,17.1986,69.3365,3.6144,43.3734,0.0192,0.2305,54.0909,6.6202,16029724.0,20715142.0,10837680.0,30194146.0,8765.666666666666
89907,25.0,180.0,17.1986,69.3365,3.6144,43.3734,0.0192,0.2305,54.0909,8.8809,16029724.0,20715142.0,10837680.0,30194146.0,8965.0
103487,25.0,180.0,16.7593,66.4069,3.3538,40.2457,0.0365,0.4383,53.9494,11.8095,15839298.0,20547910.0,10701583.0,29873298.0,9600.666666666666
137695,,180.0,16.5092,71.0117,3.4838,41.806,0.0308,0.3695,54.7606,11.3361,15592740.0,20400642.0,10432645.0,29792040.0,10799.333333333334
86074,20.0,180.0,17.1729,66.0489,3.3673,40.4072,0.0276,0.3318,53.5907,10.0619,16047918.0,20715144.0,10903660.0,30114706.0,3416.0
31344,24.0,180.0,17.1561,65.7305,3.3088,39.7052,0.0279,0.3353,53.4887,5.555,16037116.0,20714674.0,10897781.0,30114726.0,3174.5
72219,20.0,180.0,16.7729,69.3476,3.6011,43.2134,0.0255,0.3057,54.3687,4.067,15728394.0,20603904.0,10542131.0,30034664.0,4929.2
86745,52.0,180.0,16.8199,68.5577,3.469,41.6279,0.0276,0.3313,54.1327,10.1868,15811648.0,20615884.0,10620657.0,30034696.0,9457.666666666666
167549,20.0,180.0,16.5005,67.3409,3.3961,40.7533,0.0388,0.465,54.1853,12.1189,15751696.0,20466636.0,10617861.0,29792108.0,6991.0
194520,20.0,190.0,16.2906,75.7165,3.5744,42.893,0.029,0.3481,54.4771,10.8926,16220216.0,20287190.0,11053037.0,29628010.0,29152.0
541500,,180.0,16.239,66.6094,3.3684,40.4213,0.0488,0.5851,54.263,11.0087,15603863.0,20342798.0,10484957.0,29628006.0,34579.666666666664
1093326,25.0,180.0,15.7301,65.8665,3.0733,36.8801,0.0553,0.6641,53.9546,7.3439,15892500.0,20814000.0,10868816.0,29954298.0,135809.2
1878650,20.0,180.0,17.0293,65.6518,3.2923,39.5077,0.032,0.3842,53.7472,11.0991,15945092.0,20661968.0,10844583.0,30034648.0,138024.7
530217,,180.0,16.3878,66.5515,3.3833,40.5996,0.0454,0.5449,54.1392,15.949,15714569.0,20415026.0,10593993.0,29710182.0,27530.4
2182965,,180.0,16.5005,67.3409,3.3961,40.7533,0.0388,0.465,54.1853,7.196,15751696.0,20466636.0,10617861.0,29792108.0,143696.33333333334
318872,20.0,180.0,16.9681,66.7209,3.4098,40.9173,0.031,0.3717,53.8344,12.2383,15898749.0,20645858.0,10775400.0,30034648.0,30291.666666666668
101399,20.0,180.0,16.1,66.7466,3.3735,40.4815,0.0525,0.6302,54.1574,7.7015,15726992.0,20445988.0,10616892.0,29710182.0,9353.666666666666
67828,20.0,180.0,15.5975,66.5071,3.1586,37.9027,0.0718,0.861,54.1006,9.7146,15592554.0,20359898.0,10550739.0,29545368.0,7491.333333333333
89598,60.0,180.0,16.7483,67.8504,3.3955,40.7463,0.0303,0.3637,53.9933,7.5508,15796676.0,20581376.0,10642699.0,29954306.0,8207.0
76544,20.0,180.0,16.9516,70.6342,3.7074,44.4884,0.0193,0.2318,54.5133,6.0651,15758927.0,20627772.0,10542391.0,30114628.0,8306.0
58755,,90.0,15.4035,65.2971,3.156,37.8724,0.0752,0.9025,54.1121,11.471,15690275.0,20569590.0,10595258.0,29710218.0,8921.1
58310,20.0,180.0,15.7902,66.2235,3.2094,38.5127,0.0539,0.6469,54.1611,13.6065,15905235.0,20772328.0,10884123.0,29954346.0,7514.333333333333
62700,20.0,180.0,16.0115,66.5285,3.341,40.0916,0.0554,0.6642,54.1454,8.8211,15706318.0,20459986.0,10599759.0,29710168.0,5983.0
715932,20.0,180.0,15.7895,66.4765,3.2431,38.9173,0.0635,0.7615,54.1332,13.7011,15648072.0,20410834.0,10563857.0,29627990.0,85727.8
106538,60.0,180.0,15.5957,66.0495,3.1251,37.5015,0.0743,0.8918,54.0064,16.543,15605555.0,20382552.0,10571431.0,29545366.0,9286.666666666666
235832,20.0,190.0,16.0135,66.9617,3.3326,39.9911,0.0529,0.6351,54.4588,10.8863,15470209.0,20275866.0,10352870.0,29545342.0,29592.666666666668
31427,20.0,180.0,16.5499,66.755,3.3889,40.6672,0.0395,0.4739,53.9857,7.6993,15835875.0,20556542.0,10713755.0,29873304.0,4055.73
687782,,173.0,16.6771,72.6718,3.5966,43.1592,0.0259,0.3107,54.7248,10.4336,15631219.0,20441742.0,10479599.0,29873314.0,152103.0
434691,,180.0,15.7301,65.8665,3.0733,36.8801,0.0553,0.6641,53.9546,5.3073,15892500.0,20814000.0,10868816.0,29954298.0,42910.0
85206,,180.0,14.3362,65.6987,3.2139,38.5667,0.1055,1.266,54.494,7.7532,15632905.0,20664210.0,10572061.0,29628012.0,3886.0
1120031,23.0,5.0,15.3582,67.0786,3.4653,41.5832,0.0734,0.8803,54.6408,12.6125,15855106.0,20752146.0,10830938.0,29873340.0,126523.0
389878,20.0,180.0,15.9522,65.883,3.2742,39.2909,0.052,0.6242,54.1797,11.6156,15901835.0,20747374.0,10888470.0,29954316.0,46360.5
987257,,0.0,16.3116,66.2977,3.3654,40.3848,0.0485,0.582,54.0842,6.3998,15738751.0,20431482.0,10622686.0,29710196.0,205657.4
452378,,180.0,16.2322,65.0656,3.1647,37.9765,0.0435,0.5221,53.8813,4.6757,15938283.0,20702300.0,10847033.0,29954304.0,37787.0
1267067,,180.0,15.7137,66.4247,3.2655,39.1866,0.0679,0.8153,54.1769,10.4841,15584056.0,20338248.0,10553501.0,29545352.0,116277.6
92503,20.0,180.0,16.8815,71.2381,3.6983,44.38,0.0239,0.2872,54.815,15.9522,15764958.0,20499794.0,10577295.0,29954314.0,7019.333333333333
95581,,180.0,15.2359,65.1966,3.09,37.08,0.0775,0.9297,54.0255,5.8766,15706461.0,20615454.0,10664607.0,29710214.0,7516.666666666667
88093,60.0,180.0,16.7261,65.9571,3.2761,39.313,0.0337,0.4048,53.7546,15.1071,15915734.0,20675644.0,10844233.0,30034614.0,8217.666666666666
98039,,180.0,14.3362,65.6987,3.2139,38.5667,0.1055,1.266,54.494,9.0064,15632905.0,20664210.0,10572061.0,29628012.0,6810.666666666667
91237,20.0,180.0,14.3362,65.6987,3.2139,38.5667,0.1055,1.266,54.494,14.0599,15632905.0,20664210.0,10572061.0,29628012.0,7383.333333333333
97876,,180.0,17.3082,73.2955,3.9533,47.4397,0.0157,0.189,54.2986,6.3695,15954272.0,20590726.0,10735459.0,30114696.0,7147.666666666667
83685,20.0,180.0,14.8293,65.0329,3.0763,36.9154,0.0894,1.0727,54.0,5.9178,15631607.0,20614974.0,10594957.0,29628000.0,8621.0
90626,20.0,180.0,15.0734,65.7915,3.1644,37.9723,0.0818,0.982,54.1347,11.7911,15717379.0,20642594.0,10685047.0,29710214.0,8139.0
183685,,180.0,16.0135,66.9617,3.3326,39.9911,0.0529,0.6351,54.4588,10.7472,15470209.0,20275866.0,10352870.0,29545342.0,18820.0
44635,,180.0,16.7483,67.8504,3.3955,40.7463,0.0303,0.3637,53.9933,9.1899,15796676.0,20581376.0,10642699.0,29954306.0,3533.0
49416,,180.0,16.773,70.2128,3.6652,43.9828,0.0238,0.2857,54.5155,3.5753,15688001.0,20591514.0,10492964.0,30034660.0,4343.333333333333
49181,,180.0,17.1729,66.0489,3.3673,40.4072,0.0276,0.3318,53.5907,14.3213,16047918.0,20715144.0,10903660.0,30114706.0,3992.0
87926,20.0,180.0,14.3281,66.1641,3.2547,39.0563,0.1026,1.2308,54.6007,14.761,15646581.0,20798292.0,10574459.0,29710198.0,9655.333333333334
99142,20.0,180.0,14.8293,65.0329,3.0763,36.9154,0.0894,1.0727,54.0,10.9754,15631607.0,20614974.0,10594957.0,29628000.0,10112.0
69409,20.0,180.0,16.4286,66.7054,3.4138,40.9651,0.0421,0.505,53.9983,12.6691,15840856.0,20562906.0,10722545.0,29873340.0,8202.333333333334
92319,20.0,180.0,16.7593,66.4069,3.3538,40.2457,0.0365,0.4383,53.9494,12.0974,15839298.0,20547910.0,10701583.0,29873298.0,10704.333333333334
63976,,90.0,13.2003,66.2128,3.195,38.3395,0.1395,1.6735,55.8752,12.3186,15573996.0,20708794.0,10461945.0,29545352.0,6589.0
81616,,0.0,16.8999,67.6402,3.4333,41.2001,0.0294,0.3533,53.9491,2.8154,15864036.0,20630694.0,10702095.0,30034664.0,10325.0
52784,,180.0,16.5499,66.755,3.3889,40.6672,0.0395,0.4739,53.9857,16.0845,15835875.0,20556542.0,10713755.0,29873304.0,4270.0
47533,,180.0,16.5499,66.755,3.3889,40.6672,0.0395,0.4739,53.9857,15.8451,15835875.0,20556542.0,10713755.0,29873304.0,4026.6666666666665
96115,20.0,180.0,15.8792,65.618,3.1286,37.5427,0.0594,0.7124,53.9214,7.4748,15774551.0,20573178.0,10686509.0,29792098.0,9515.666666666666
73108,20.0,0.0,15.3964,64.6782,3.0599,36.7188,0.0813,0.975,53.9633,12.844,15637352.0,20523406.0,10585085.0,29628022.0,6804.0
44870,20.0,0.0,15.4035,65.2971,3.156,37.8724,0.0752,0.9025,54.1121,13.451,15690275.0,20569590.0,10595258.0,29710218.0,4586.333333333333
84869,20.0,0.0,15.5235,65.3595,3.1555,37.8654,0.072,0.8643,54.0593,11.0288,15705832.0,20548346.0,10620043.0,29710186.0,7999.0
79088,20.0,180.0,17.3402,67.7003,3.508,42.0959,0.0202,0.2426,53.6881,10.3369,16035088.0,20737934.0,10873878.0,30194104.0,9208.0
77034,,180.0,14.3362,65.6987,3.2139,38.5667,0.1055,1.266,54.494,12.7663,15632905.0,20664210.0,10572061.0,29628012.0,4658.333333333333
45490,12.0,213.0,16.8825,69.8362,3.637,43.6445,0.0244,0.2931,54.6177,14.6009,15745430.0,20525022.0,10566003.0,29954310.0,6121.666666666667
99570,60.0,180.0,16.3116,66.2977,3.3654,40.3848,0.0485,0.582,54.0842,6.7891,15738751.0,20431482.0,10622686.0,29710196.0,7951.0
77152,20.0,180.0,15.4768,64.8832,3.069,36.8284,0.0819,0.9831,53.905,7.1907,15627485.0,20427928.0,10604774.0,29545352.0,9621.666666666666
77498,20.0,180.0,17.4963,71.9642,3.8272,45.9259,0.0111,0.1335,54.0295,8.2033,16300963.0,20712526.0,11051247.0,30273124.0,9831.0
95550,60.0,180.0,15.2969,63.9897,2.9593,35.5121,0.0897,1.0762,53.8474,5.7055,15606659.0,20485494.0,10585551.0,29545382.0,6604.333333333333
97121,,180.0,17.3082,73.2955,3.9533,47.4397,0.0157,0.189,54.2986,7.9341,15954272.0,20590726.0,10735459.0,30114696.0,6787.666666666667
67014,,180.0,16.7593,66.4069,3.3538,40.2457,0.0365,0.4383,53.9494,2.7495,15839298.0,20547910.0,10701583.0,29873298.0,3921.0
97674,,180.0,17.1233,72.3968,3.9165,46.9982,0.0172,0.206,54.4134,3.7402,15807383.0,20602710.0,10582085.0,30114730.0,7724.0
13225,20.0,180.0,15.7703,65.6631,3.077,36.9246,0.0611,0.7336,53.9089,5.6311,15784808.0,20592434.0,10686552.0,29792034.0,1063.2
70054,20.0,180.0,16.3651,66.4105,3.2456,38.9474,0.044,0.5277,53.9433,10.7445,15789122.0,20574660.0,10752859.0,29873334.0,9102.0
585499,,0.0,16.2812,70.8972,3.567,42.8046,0.0345,0.414,54.8167,11.5469,15998647.0,20294546.0,10774967.0,29628012.0,38939.333333333336
44851,52.0,180.0,16.8999,67.6402,3.4333,41.2001,0.0294,0.3533,53.9491,3.1894,15864036.0,20630694.0,10702095.0,30034664.0,3671.6666666666665
108997,52.0,180.0,16.2471,69.8748,3.4344,41.2126,0.0419,0.503,54.9361,9.7048,15505996.0,20313232.0,10376476.0,29628030.0,10008.0
91270,52.0,180.0,16.4126,71.1398,3.4881,41.8572,0.0356,0.4273,54.963,11.4076,15533860.0,20359034.0,10404639.0,29710188.0,10866.333333333334
29827,,180.0,16.7787,69.2624,3.5497,42.5965,0.026,0.3123,54.393,4.272,15761896.0,20549438.0,10581168.0,29954304.0,3422.3333333333335
1999292,60.0,1.0,16.3116,66.2977,3.3654,40.3848,0.0485,0.582,54.0842,14.2427,15738751.0,20431482.0,10622686.0,29710196.0,177113.0
964297,60.0,180.0,14.3362,65.6987,3.2139,38.5667,0.1055,1.266,54.494,13.0086,15632905.0,20664210.0,10572061.0,29628012.0,110669.8
1723218,60.0,180.0,17.001,72.0294,3.8006,45.6068,0.0209,0.2505,54.8025,2.0858,15811944.0,20556128.0,10602755.0,30034684.0,142058.9
1528326,,180.0,17.019,69.1594,3.5706,42.8466,0.0238,0.285,54.1843,8.9259,15857687.0,20660034.0,10699951.0,30114730.0,148108.9
2113594,,180.0,16.4126,71.1398,3.4881,41.8572,0.0356,0.4273,54.963,14.3415,15533860.0,20359034.0,10404639.0,29710188.0,218470.6
16539,25.0,180.0,16.1663,66.6584,3.222,38.6639,0.0534,0.6406,54.0343,9.5839,15695901.0,20541552.0,10694007.0,29792052.0,1410.0
115457,20.0,200.0,16.8815,71.2381,3.6983,44.38,0.0239,0.2872,54.815,7.03,15764958.0,20499794.0,10577295.0,29954314.0,8418.8
115960,25.0,180.0,15.6676,65.7306,3.2143,38.571,0.0689,0.8265,54.0979,11.6881,15681275.0,20530030.0,10629457.0,29710198.0,8132.0
94069,20.0,180.0,16.6743,67.175,3.3975,40.7701,0.034,0.4075,54.0945,12.3407,15828415.0,20535230.0,10676985.0,29873304.0,9246.5
48974,20.0,180.0,17.1549,72.1768,3.9502,47.4019,0.0143,0.171,54.4825,8.6496,16079729.0,20663770.0,10829833.0,30194132.0,6615.666666666667
81900,,180.0,17.1549,72.1768,3.9502,47.4019,0.0143,0.171,54.4825,8.9469,16079729.0,20663770.0,10829833.0,30194132.0,7648.666666666667
33643,,180.0,15.7703,65.6631,3.077,36.9246,0.0611,0.7336,53.9089,3.3486,15784808.0,20592434.0,10686552.0,29792034.0,2998.6666666666665
41743,60.0,180.0,15.7703,65.6631,3.077,36.9246,0.0611,0.7336,53.9089,3.7126,15784808.0,20592434.0,10686552.0,29792034.0,3514.3333333333335
84455,,180.0,16.7483,67.8504,3.3955,40.7463,0.0303,0.3637,53.9933,11.0166,15796676.0,20581376.0,10642699.0,29954306.0,7654.333333333333
112698,52.0,0.0,16.2386,70.7106,3.5108,42.1296,0.0385,0.4624,55.1359,10.9913,15739719.0,20301840.0,10530045.0,29628032.0,9773.333333333334
83419,,180.0,16.3785,66.4261,3.4015,40.8184,0.0439,0.5268,53.999,9.4947,15842389.0,20569312.0,10745462.0,29873334.0,6413.0
40579,20.0,180.0,16.3785,66.4261,3.4015,40.8184,0.0439,0.5268,53.999,9.8273,15842389.0,20569312.0,10745462.0,29873334.0,5481.666666666667
126904,,180.0,16.3079,68.546,3.5241,42.2893,0.0406,0.4876,54.6507,8.7051,15565627.0,20374486.0,10429257.0,29710212.0,8994.3
224730,20.0,180.0,16.1613,67.6179,3.4369,41.2423,0.0465,0.5586,54.5719,6.7927,15526784.0,20326776.0,10400433.0,29628006.0,7441.333333333333
93065,20.0,180.0,16.9516,70.6342,3.7074,44.4884,0.0193,0.2318,54.5133,9.1291,15758927.0,20627772.0,10542391.0,30114628.0,10796.333333333334
65654,20.0,180.0,16.3654,65.9644,3.2988,39.5861,0.0412,0.4939,54.0212,4.5452,15881391.0,20634190.0,10823581.0,29954316.0,9134.333333333334
81341,20.0,180.0,16.7261,65.9571,3.2761,39.313,0.0337,0.4048,53.7546,15.2497,15915734.0,20675644.0,10844233.0,30034614.0,8883.333333333334
101677,20.0,190.0,17.4963,71.9642,3.8272,45.9259,0.0111,0.1335,54.0295,8.8222,16300963.0,20712526.0,11051247.0,30273124.0,8704.333333333334
462625,,25.0,14.3362,65.6987,3.2139,38.5667,0.1055,1.266,54.494,9.0678,15632905.0,20664210.0,10572061.0,29628012.0,36636.333333333336
209026,,180.0,16.1613,67.6179,3.4369,41.2423,0.0465,0.5586,54.5719,3.6062,15526784.0,20326776.0,10400433.0,29628006.0,15296.666666666666
17765,15.0,180.0,15.7902,66.2235,3.2094,38.5127,0.0539,0.6469,54.1611,6.2393,15905235.0,20772328.0,10884123.0,29954346.0,2262.3333333333335
1000206,,0.0,15.0952,65.0239,3.0942,37.1304,0.0873,1.0479,54.1178,11.3892,15601675.0,20573574.0,10533897.0,29628010.0,106958.5
1027481,,0.0,16.0115,66.5285,3.341,40.0916,0.0554,0.6642,54.1454,11.1353,15706318.0,20459986.0,10599759.0,29710168.0,94589.2
9722,12.0,180.0,16.709,66.0256,3.3599,40.3186,0.0349,0.4183,53.8112,2.7871,15939114.0,20674302.0,10867785.0,30034624.0,813.6
149454,60.0,180.0,16.1409,66.0651,3.3165,39.7983,0.0551,0.6607,54.0772,8.0944,15672428.0,20373718.0,10577947.0,29628006.0,6205.5
27120,20.0,180.0,16.9516,70.6342,3.7074,44.4884,0.0193,0.2318,54.5133,7.2685,15758927.0,20627772.0,10542391.0,30114628.0,2096.4
92438,52.0,180.0,16.6743,67.175,3.3975,40.7701,0.034,0.4075,54.0945,8.9089,15828415.0,20535230.0,10676985.0,29873304.0,2937.0
36063,1.0,180.0,16.5244,72.4092,3.6115,43.3386,0.0284,0.3412,54.9997,13.0848,15771030.0,20390290.0,10550003.0,29792036.0,1106.7
27174,20.0,180.0,17.0433,71.1259,3.7897,45.476,0.0185,0.2223,54.4047,9.2707,15740907.0,20616220.0,10517923.0,30114664.0,2071.2
30386,25.0,180.0,15.6568,65.4176,3.0584,36.701,0.0629,0.7548,53.9621,8.9786,15775084.0,20612974.0,10679865.0,29792026.0,2224.5
30692,25.0,180.0,15.6568,65.4176,3.0584,36.701,0.0629,0.7548,53.9621,8.9075,15775084.0,20612974.0,10679865.0,29792026.0,2208.9
40971,20.0,25.0,12.8926,69.3738,3.438,41.256,0.2,2.3997,58.3627,14.3576,15553805.0,20949206.0,10349093.0,29710250.0,1307.1
2468123,,50.0,16.008,70.8287,3.4564,41.4771,0.0423,0.5075,55.1252,4.6898,16005187.0,20242638.0,10745571.0,29545382.0,193042.33333333337
832652,15.0,0.0,16.3389,65.6857,3.143,37.7162,0.0399,0.4793,53.769,5.0652,15932003.0,20679238.0,10829081.0,29954320.0,88089.8
158658,20.0,230.0,14.9836,66.799,3.1774,38.1286,0.0816,0.9789,54.6006,13.1365,15766407.0,20763706.0,10730155.0,29792080.0,19894.0
1819799,,0.0,16.0115,66.5285,3.341,40.0916,0.0554,0.6642,54.1454,15.5264,15706318.0,20459986.0,10599759.0,29710168.0,165096.33333333334
1574800,,0.0,16.3755,65.7218,3.2007,38.409,0.04,0.4796,53.955,10.0671,15878583.0,20644122.0,10816070.0,29954298.0,153531.0
35077,10.0,180.0,16.3116,66.2977,3.3654,40.3848,0.0485,0.582,54.0842,10.1943,15738751.0,20431482.0,10622686.0,29710196.0,
28270,26.0,356.0,15.7902,66.2235,3.2094,38.5127,0.0539,0.6469,54.1611,10.8897,15905235.0,20772328.0,10884123.0,29954346.0,3648.456666666667
98325,,0.0,17.3794,70.406,3.7099,44.5189,0.0142,0.1708,53.8767,9.8106,16114655.0,20744686.0,10894797.0,30273014.0,7819.5
94970,,0.0,17.1561,65.7305,3.3088,39.7052,0.0279,0.3353,53.4887,4.1303,16037116.0,20714674.0,10897781.0,30114726.0,6987.0
92048,,180.0,16.605,68.2036,3.4102,40.9226,0.0318,0.3817,54.2683,14.7096,15774694.0,20514202.0,10617430.0,29873338.0,10389.0
99754,20.0,180.0,16.7483,67.8504,3.3955,40.7463,0.0303,0.3637,53.9933,12.1586,15796676.0,20581376.0,10642699.0,29954306.0,9658.0
79711,,180.0,16.7483,67.8504,3.3955,40.7463,0.0303,0.3637,53.9933,12.8457,15796676.0,20581376.0,10642699.0,29954306.0,6870.0
59702,,180.0,16.5513,65.7472,3.0718,36.862,0.0377,0.4529,53.6873,5.9563,15868564.0,20658106.0,10809919.0,29954334.0,6503.0
83331,,180.0,16.3654,65.9644,3.2988,39.5861,0.0412,0.4939,54.0212,6.4565,15881391.0,20634190.0,10823581.0,29954316.0,10649.333333333334
89761,,208.0,16.7593,66.4069,3.3538,40.2457,0.0365,0.4383,53.9494,12.0804,15839298.0,20547910.0,10701583.0,29873298.0,10648.333333333334
32224,28.0,118.0,16.7593,66.4069,3.3538,40.2457,0.0365,0.4383,53.9494,11.863,15839298.0,20547910.0,10701583.0,29873298.0,3920.0
83017,,180.0,16.2713,66.5249,3.3999,40.7993,0.0481,0.5772,54.0792,7.8602,15775377.0,20511994.0,10663900.0,29792066.0,9820.0
86783,,180.0,17.001,72.0294,3.8006,45.6068,0.0209,0.2505,54.8025,9.3441,15811944.0,20556128.0,10602755.0,30034684.0,8318.333333333334
79720,20.0,180.0,17.001,72.0294,3.8006,45.6068,0.0209,0.2505,54.8025,8.7637,15811944.0,20556128.0,10602755.0,30034684.0,8586.666666666666
95144,20.0,180.0,16.0275,65.9736,3.1898,38.2776,0.0562,0.6739,53.9713,12.7588,15746186.0,20555114.0,10693891.0,29792066.0,8191.0
91748,20.0,180.0,17.1561,65.7305,3.3088,39.7052,0.0279,0.3353,53.4887,5.6521,16037116.0,20714674.0,10897781.0,30114726.0,10105.333333333334
44766,60.0,180.0,15.8792,65.618,3.1286,37.5427,0.0594,0.7124,53.9214,14.723,15774551.0,20573178.0,10686509.0,29792098.0,3876.6666666666665
82440,20.0,180.0,15.8792,65.618,3.1286,37.5427,0.0594,0.7124,53.9214,14.2879,15774551.0,20573178.0,10686509.0,29792098.0,8906.0
99308,20.0,180.0,16.3755,65.7218,3.2007,38.409,0.04,0.4796,53.955,7.0427,15878583.0,20644122.0,10816070.0,29954298.0,9100.666666666666
95382,,180.0,15.8792,65.618,3.1286,37.5427,0.0594,0.7124,53.9214,12.2304,15774551.0,20573178.0,10686509.0,29792098.0,9359.333333333334
93164,20.0,180.0,15.6583,66.3677,3.2048,38.4579,0.0704,0.845,54.0672,8.9655,15628019.0,20450618.0,10590293.0,29628032.0,9421.666666666666
80300,20.0,180.0,16.0633,65.8524,3.1753,38.1031,0.0493,0.5917,53.9121,4.8183,15853257.0,20617618.0,10765225.0,29873310.0,8760.0
91231,25.0,180.0,17.1561,65.7305,3.3088,39.7052,0.0279,0.3353,53.4887,5.616,16037116.0,20714674.0,10897781.0,30114726.0,8715.2
99487,,180.0,17.1561,65.7305,3.3088,39.7052,0.0279,0.3353,53.4887,6.0631,16037116.0,20714674.0,10897781.0,30114726.0,10568.0
30851,25.0,180.0,17.0433,71.1259,3.7897,45.476,0.0185,0.2223,54.4047,10.8988,15740907.0,20616220.0,10517923.0,30114664.0,3564.34
30388,25.0,180.0,17.1233,72.3968,3.9165,46.9982,0.0172,0.206,54.4134,8.1126,15807383.0,20602710.0,10582085.0,30114730.0,3671.8133333333335
56524,25.0,180.0,15.7301,65.8665,3.0733,36.8801,0.0553,0.6641,53.9546,10.694,15892500.0,20814000.0,10868816.0,29954298.0,6513.483333333334
1505524,0.0,180.0,15.9531,66.3249,3.183,38.1961,0.0518,0.6211,53.9109,4.0473,15853810.0,20653666.0,10792445.0,29873304.0,137018.5
362754,0.0,20.0,15.5975,66.5071,3.1586,37.9027,0.0718,0.861,54.1006,3.8291,15592554.0,20359898.0,10550739.0,29545368.0,53235.333333333336
34258,20.0,180.0,15.0883,63.8015,2.928,35.1357,0.0965,1.1575,53.8424,4.4378,15583609.0,20525778.0,10560539.0,29545394.0,2902.6666666666665
95622,20.0,180.0,16.8199,68.5577,3.469,41.6279,0.0276,0.3313,54.1327,6.2151,15811648.0,20615884.0,10620657.0,30034696.0,9926.333333333334
79818,20.0,180.0,16.7261,65.9571,3.2761,39.313,0.0337,0.4048,53.7546,11.8072,15915734.0,20675644.0,10844233.0,30034614.0,9441.0
85508,20.0,180.0,16.8982,66.0949,3.1697,38.036,0.0324,0.3887,53.6322,2.8653,15896823.0,20679670.0,10816922.0,30034650.0,9416.0
88764,20.0,180.0,15.7137,66.4247,3.2655,39.1866,0.0679,0.8153,54.1769,11.3069,15584056.0,20338248.0,10553501.0,29545352.0,6603.333333333333
48141,20.0,180.0,16.7483,67.8504,3.3955,40.7463,0.0303,0.3637,53.9933,4.2765,15796676.0,20581376.0,10642699.0,29954306.0,4569.0
89983,0.0,180.0,17.1729,66.0489,3.3673,40.4072,0.0276,0.3318,53.5907,15.7192,16047918.0,20715144.0,10903660.0,30114706.0,11201.0
82667,0.0,0.0,16.0115,66.5285,3.341,40.0916,0.0554,0.6642,54.1454,11.956,15706318.0,20459986.0,10599759.0,29710168.0,6269.666666666667
78460,25.0,0.0,16.0115,66.5285,3.341,40.0916,0.0554,0.6642,54.1454,11.6041,15706318.0,20459986.0,10599759.0,29710168.0,9182.333333333334
88914,55.0,180.0,14.8534,64.2666,2.9697,35.6359,0.1012,1.2149,53.9745,12.2952,15558278.0,20561252.0,10530879.0,29545352.0,6267.0
98829,55.0,180.0,17.489,68.7519,3.5969,43.1626,0.015,0.1805,53.7381,14.6571,16078650.0,20764756.0,10888109.0,30272998.0,5995.333333333333
93464,20.0,180.0,17.3794,70.406,3.7099,44.5189,0.0142,0.1708,53.8767,11.4055,16114655.0,20744686.0,10894797.0,30273014.0,10173.333333333334
103394,,180.0,17.3794,70.406,3.7099,44.5189,0.0142,0.1708,53.8767,11.7068,16114655.0,20744686.0,10894797.0,30273014.0,6692.5
90902,55.0,180.0,16.4286,66.7054,3.4138,40.9651,0.0421,0.505,53.9983,10.8536,15840856.0,20562906.0,10722545.0,29873340.0,9740.666666666666
