era5_latitude,era5_longitude,climate_annual_temperature_c,climate_m01_temperature_c,climate_m02_temperature_c,climate_m03_temperature_c,climate_m04_temperature_c,climate_m05_temperature_c,climate_m06_temperature_c,climate_m07_temperature_c,climate_m08_temperature_c,climate_m09_temperature_c,climate_m10_temperature_c,climate_m11_temperature_c,climate_m12_temperature_c,climate_annual_relative_humidity_pct,climate_m01_relative_humidity_pct,climate_m02_relative_humidity_pct,climate_m03_relative_humidity_pct,climate_m04_relative_humidity_pct,climate_m05_relative_humidity_pct,climate_m06_relative_humidity_pct,climate_m07_relative_humidity_pct,climate_m08_relative_humidity_pct,climate_m09_relative_humidity_pct,climate_m10_relative_humidity_pct,climate_m11_relative_humidity_pct,climate_m12_relative_humidity_pct,climate_annual_total_precipitation_mm,climate_total_total_precipitation_mm,climate_m01_total_precipitation_mm,climate_m01_total_total_precipitation_mm,climate_m02_total_precipitation_mm,climate_m02_total_total_precipitation_mm,climate_m03_total_precipitation_mm,climate_m03_total_total_precipitation_mm,climate_m04_total_precipitation_mm,climate_m04_total_total_precipitation_mm,climate_m05_total_precipitation_mm,climate_m05_total_total_precipitation_mm,climate_m06_total_precipitation_mm,climate_m06_total_total_precipitation_mm,climate_m07_total_precipitation_mm,climate_m07_total_total_precipitation_mm,climate_m08_total_precipitation_mm,climate_m08_total_total_precipitation_mm,climate_m09_total_precipitation_mm,climate_m09_total_total_precipitation_mm,climate_m10_total_precipitation_mm,climate_m10_total_total_precipitation_mm,climate_m11_total_precipitation_mm,climate_m11_total_total_precipitation_mm,climate_m12_total_precipitation_mm,climate_m12_total_total_precipitation_mm,climate_annual_snowfall_mm,climate_total_snowfall_mm,climate_m01_snowfall_mm,climate_m01_total_snowfall_mm,climate_m02_snowfall_mm,climate_m02_total_snowfall_mm,climate_m03_snowfall_mm,climate_m03_total_snowfall_mm,climate_m04_snowfall_mm,climate_m04_total_snowfall_mm,climate_m05_snowfall_mm,climate_m05_total_snowfall_mm,climate_m06_snowfall_mm,climate_m06_total_snowfall_mm,climate_m07_snowfall_mm,climate_m07_total_snowfall_mm,climate_m08_snowfall_mm,climate_m08_total_snowfall_mm,climate_m09_snowfall_mm,climate_m09_total_snowfall_mm,climate_m10_snowfall_mm,climate_m10_total_snowfall_mm,climate_m11_snowfall_mm,climate_m11_total_snowfall_mm,climate_m12_snowfall_mm,climate_m12_total_snowfall_mm,climate_annual_cloud_cover_pct,climate_m01_cloud_cover_pct,climate_m02_cloud_cover_pct,climate_m03_cloud_cover_pct,climate_m04_cloud_cover_pct,climate_m05_cloud_cover_pct,climate_m06_cloud_cover_pct,climate_m07_cloud_cover_pct,climate_m08_cloud_cover_pct,climate_m09_cloud_cover_pct,climate_m10_cloud_cover_pct,climate_m11_cloud_cover_pct,climate_m12_cloud_cover_pct,era5_lat_idx,era5_lon_idx
42.0,-85.0,9.6192,-4.1105,-2.7662,2.4732,8.9607,15.3324,20.5076,22.4191,21.3012,17.2987,10.8146,4.3543,-1.154,71.0731,79.1535,74.6558,67.6066,62.1621,64.9005,67.0995,69.0488,72.3342,71.6943,71.3151,73.7418,79.1651,2.732,32.7846,2.4501,73.5016,2.1127,63.3821,2.3104,69.3111,3.2863,98.5889,3.4394,103.1818,3.438,103.1399,3.0586,91.7568,2.8655,85.9661,2.4973,74.9187,2.6285,78.8565,2.4849,74.5459,2.2129,66.3872,0.3428,4.1136,1.1203,33.608,1.0032,30.0965,0.5621,16.8619,0.2089,6.2666,0.0001,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.8099,0.3567,10.7002,0.8355,25.064,62.9707,78.3119,71.8317,65.5558,64.1503,61.4387,56.389,50.7915,51.3393,50.4505,58.8959,68.7012,77.7928,30,160
43.0,-84.5,9.2806,-4.442,-3.1821,1.8584,8.3774,14.9436,20.1539,22.2602,21.0999,16.9809,10.4963,4.1121,-1.2917,68.637,76.231,71.1441,64.6044,59.401,61.5684,64.5131,66.0717,70.0449,70.3738,70.6524,72.2356,76.8039,2.5226,30.2709,2.1774,65.3219,1.9126,57.3788,2.0137,60.4115,3.2252,96.7569,3.2609,97.826,3.1456,94.368,2.6108,78.3234,2.7097,81.2912,2.3904,71.7106,2.5646,76.9377,2.2977,68.9297,1.9623,58.8703,0.3457,4.1487,1.0708,32.124,1.0093,30.2792,0.5565,16.6955,0.2527,7.5798,0.0016,0.0474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0317,0.9525,0.3187,9.5596,0.9074,27.2226,62.9233,77.8585,70.6856,65.0062,64.0942,61.0001,55.4174,50.187,51.499,51.3004,60.6568,69.4638,77.9105,26,162
41.75,-83.5,10.5119,-3.2561,-2.0572,2.6754,9.4426,16.103,21.4775,23.5895,22.4588,18.4454,11.9279,5.4925,-0.1562,71.6426,77.8955,74.8697,70.9791,65.5479,66.8259,67.6006,68.5348,72.4086,72.7171,71.4603,72.9122,77.959,2.5716,30.8594,2.3166,69.4981,2.1066,63.1981,2.4407,73.2212,3.1941,95.8223,3.1667,95.0012,3.1132,93.3971,2.7348,82.0427,2.7201,81.6021,2.2027,66.0801,2.202,66.0591,2.4659,73.9765,2.1962,65.8846,0.2861,3.4333,0.9251,27.7543,0.9066,27.1969,0.6038,18.1127,0.1497,4.4923,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048,0.1447,0.2059,6.1755,0.6373,19.1202,61.7766,74.1786,70.2176,66.0385,64.2517,61.2207,55.3755,50.0695,51.0258,50.339,57.5665,66.2851,74.7504,31,166
46.25,-84.25,5.613,-9.1609,-8.272,-3.2517,3.7391,10.9809,16.6718,19.2675,18.6138,14.4595,7.7489,1.2172,-4.658,75.332,79.2205,76.5072,72.1137,66.0999,67.5773,71.928,74.4673,76.8991,79.5182,78.8434,80.0256,80.783,2.4463,29.3552,1.6822,50.4646,1.4532,43.5972,1.6198,48.5945,2.3862,71.5847,2.4194,72.5822,2.8925,86.7748,3.2951,98.8541,3.0669,92.0067,3.2478,97.435,3.0448,91.3429,2.2595,67.7862,1.9877,59.6323,0.5279,6.3345,1.4214,42.6416,1.2105,36.3135,0.954,28.6207,0.6482,19.4449,0.0347,1.0407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0347,1.0407,0.6528,19.5847,1.3783,41.3494,63.9743,77.007,68.1557,62.0093,62.0805,60.7698,57.6821,52.7335,51.7241,56.885,66.3929,74.7895,77.4627,13,163
43.0,-83.75,9.264,-4.4396,-3.1634,1.8396,8.3326,14.8954,20.0504,22.1876,21.0644,17.0101,10.5291,4.1551,-1.2933,68.43,75.3013,70.1878,63.7833,58.869,61.2089,64.5648,66.3872,70.4771,70.9368,71.0598,72.2312,76.1528,2.4848,29.8178,2.1477,64.4302,1.9581,58.7416,1.9864,59.5932,3.0985,92.9546,3.1052,93.1549,3.1599,94.7971,2.5528,76.5839,2.5912,77.7359,2.4782,74.3465,2.5193,75.5796,2.2729,68.1868,1.9477,58.4297,0.3608,4.3295,1.0877,32.6309,1.0614,31.8408,0.6007,18.0206,0.2759,8.2774,0.0022,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0307,0.9196,0.3471,10.4136,0.9238,27.7152,62.9586,77.1207,71.0598,65.5993,64.3008,61.2412,55.5622,50.4729,51.8271,52.003,60.3709,69.0477,76.8981,26,165
43.25,-83.75,9.13,-4.5964,-3.3856,1.5686,8.1188,14.7322,19.9197,22.1243,21.014,16.9253,10.4567,4.0744,-1.392,68.8211,75.579,70.8681,64.7918,59.7436,61.8442,64.9489,66.4412,70.4325,71.0073,71.262,72.4902,76.4446,2.4331,29.1974,2.0989,62.9673,1.8909,56.7255,1.9467,58.4021,3.0384,91.1522,3.0287,90.8604,3.0832,92.4969,2.5199,75.5959,2.5172,75.5157,2.4324,72.9713,2.4886,74.6574,2.2395,67.1854,1.913,57.3912,0.3585,4.3015,1.073,32.1894,1.0361,31.0817,0.6102,18.3058,0.2764,8.2927,0.0018,0.0553,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0026,0.0303,0.9077,0.3469,10.407,0.9268,27.8034,62.8147,76.2671,70.6773,65.3704,64.0288,60.9898,55.5481,50.3253,51.8141,52.2628,60.8633,69.2482,76.3807,25,165
43.5,-84.0,8.913,-4.9325,-3.8076,1.0993,7.8147,14.5642,19.8338,22.1097,20.9893,16.7924,10.2778,3.858,-1.6426,70.2667,77.043,72.8978,67.4688,62.3102,63.6655,66.0522,66.846,70.8511,71.8804,72.4847,73.8334,77.8678,2.4336,29.2035,2.027,60.8101,1.8104,54.3127,1.9326,57.9777,3.0823,92.4702,3.0486,91.4593,3.0859,92.577,2.5848,77.5433,2.6179,78.537,2.435,73.0495,2.4769,74.3084,2.2052,66.1573,1.8968,56.9038,0.3518,4.2219,1.0378,31.1346,0.9914,29.7408,0.6212,18.6353,0.2889,8.6665,0.001,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.006,0.0314,0.941,0.329,9.8696,0.9211,27.6318,62.5399,75.2847,69.5468,64.6375,63.7837,60.8999,55.6531,50.0335,51.6615,52.3319,61.2266,69.473,75.9468,24,164
42.0,-84.0,9.8155,-3.7554,-2.477,2.5565,8.9647,15.3796,20.6219,22.6681,21.5114,17.509,11.0388,4.6374,-0.869,69.7816,76.5321,72.4435,66.4058,61.7065,64.5558,66.2219,67.6515,71.375,71.0056,70.267,72.0175,77.1969,2.5783,30.939,2.2513,67.5392,2.0317,60.9503,2.2594,67.7834,3.2129,96.3869,3.341,100.2293,3.1816,95.4475,2.8876,86.628,2.7929,83.7879,2.2295,66.885,2.2889,68.6665,2.4025,72.0758,2.0597,61.7905,0.3109,3.7308,0.9655,28.9636,0.962,28.8591,0.5788,17.3631,0.2033,6.0992,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0148,0.4435,0.2739,8.2169,0.7326,21.9784,62.2286,75.6553,70.4314,65.6861,64.2501,61.6402,55.9003,50.3634,51.5123,50.4388,58.1312,67.0412,75.6936,30,164
43.5,-85.5,8.5272,-5.2977,-4.2368,1.007,7.6379,14.2878,19.4725,21.6284,20.5088,16.3294,9.7322,3.3534,-2.0967,69.7254,78.3386,72.7249,64.1641,58.1929,60.9537,64.8386,66.8541,71.0378,72.1017,73.1073,74.8346,79.5568,2.6391,31.6691,2.0999,62.9978,1.822,54.6608,2.0394,61.1811,3.4131,102.3932,3.3901,101.7036,3.2017,96.0522,2.918,87.5397,2.853,85.5904,2.6681,80.0438,2.8104,84.3105,2.3518,70.5538,2.1016,63.0474,0.4085,4.9015,1.2493,37.4794,1.0783,32.3501,0.6639,19.918,0.2972,8.9169,0.0059,0.1762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0508,1.5235,0.4129,12.3878,1.1432,34.2946,63.78,80.7256,71.0804,64.1795,63.5675,60.7386,55.8787,50.4455,51.8862,51.6245,62.2483,72.1053,80.8796,24,158
42.0,-84.75,9.4858,-4.2051,-2.858,2.3547,8.8043,15.1879,20.3638,22.298,21.1362,17.1378,10.6603,4.2257,-1.2756,71.1228,78.958,74.4607,67.4056,62.1662,64.9177,67.1156,68.9785,72.6725,72.1128,71.6621,73.8431,79.1808,2.7606,33.1267,2.4319,72.9561,2.1193,63.5796,2.3444,70.3316,3.3343,100.0299,3.5681,107.0423,3.5196,105.5889,3.1053,93.1587,2.9739,89.2162,2.4955,74.8653,2.5648,76.9453,2.4912,74.7356,2.1784,65.3524,0.3465,4.1577,1.1019,33.0582,1.0193,30.58,0.5839,17.5176,0.227,6.8097,0.0001,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0283,0.8481,0.3596,10.788,0.8376,25.1274,62.9279,77.8672,71.6109,65.6808,64.2805,61.73,56.4931,50.8701,51.607,50.5666,58.7255,68.3331,77.3703,30,161
44.75,-85.75,7.7565,-5.4339,-5.3245,-0.7785,5.9449,12.6301,17.9983,20.6461,20.023,16.0107,9.5433,3.4738,-1.6549,71.6429,77.3524,75.4835,70.3957,62.8638,63.8387,68.0594,69.7551,72.4804,73.3962,73.2444,74.8942,77.9513,2.5466,30.5591,2.0643,61.9278,1.6895,50.6849,1.9114,57.3435,2.8207,84.6195,2.8011,84.034,2.8894,86.6814,2.8574,85.722,2.8475,85.4244,2.9215,87.6446,3.0756,92.268,2.4792,74.3771,2.2015,66.0448,0.5422,6.5058,1.561,46.8302,1.2413,37.2391,0.8997,26.9923,0.5497,16.4895,0.0325,0.9756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384,1.1511,0.6787,20.3624,1.5045,45.1341,65.1954,85.355,73.5832,63.6915,62.9847,59.6629,55.5694,48.7495,50.9149,54.639,65.8295,76.6432,84.7223,19,157
42.5,-86.0,9.7232,-3.2008,-2.6823,1.8344,7.9307,14.3197,20.0709,22.5601,21.675,17.7593,11.3778,5.0685,-0.0345,72.7445,78.1553,75.3246,70.3264,66.4256,68.9218,70.7469,71.4866,73.9763,72.859,72.5622,74.2438,77.9053,3.0141,36.169,2.7257,81.7709,2.1944,65.8331,2.2775,68.326,3.4991,104.9728,3.6256,108.7666,3.5558,106.6742,3.4971,104.9137,3.4941,104.8241,2.9356,88.068,3.117,93.5097,2.7312,81.9349,2.5159,75.4776,0.4167,5.0009,1.4919,44.7569,1.1112,33.3347,0.5663,16.9878,0.2011,6.0344,0.0002,0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215,0.6437,0.4318,12.9547,1.1769,35.3084,63.2119,82.9413,73.7319,64.0965,62.4449,59.194,54.2813,48.9004,49.458,49.8293,60.3128,71.7858,81.5667,28,156
45.75,-86.5,6.1546,-7.2527,-7.6116,-3.4862,1.9462,8.0594,15.0037,19.7342,20.0786,16.4178,9.8239,3.3772,-2.2359,76.9824,78.3742,78.0849,78.6065,76.7883,77.8511,79.2713,76.7791,75.0852,75.2742,74.5,75.2541,77.9197,2.3909,28.6904,1.6691,50.0717,1.3529,40.5865,1.6993,50.9787,2.5712,77.137,2.4865,74.5964,2.687,80.6103,2.827,84.8103,2.699,80.9689,3.0476,91.4288,3.1383,94.1496,2.4685,74.0538,2.044,61.3194,0.4839,5.8071,1.3332,39.9957,1.0989,32.968,0.831,24.9295,0.6792,20.3753,0.013,0.3912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169,0.5081,0.5573,16.7189,1.2775,38.3258,62.9771,78.0729,67.7409,61.6148,61.9547,61.7826,58.1392,48.5221,48.1548,53.4695,64.0191,73.1762,79.0787,15,154
41.75,-85.5,10.0358,-3.8053,-2.2871,2.982,9.4549,15.7754,20.9641,22.8197,21.6815,17.6731,11.2439,4.7489,-0.8215,70.7319,78.7056,74.09,67.5046,62.0978,64.7428,66.7469,69.1168,72.4261,71.4261,70.4546,73.069,78.4029,2.8075,33.6903,2.4183,72.5498,2.1109,63.3278,2.4235,72.7062,3.3768,101.3031,3.4947,104.8412,3.5667,107.0023,3.2885,98.6557,3.0793,92.3786,2.54,76.2005,2.6391,79.1721,2.5625,76.8747,2.1899,65.6967,0.3218,3.8613,1.0776,32.3291,0.9638,28.9145,0.5398,16.1948,0.1705,5.1136,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0234,0.7021,0.3414,10.2429,0.7447,22.3403,62.7071,77.8309,71.8397,65.6316,63.6403,61.2367,56.5562,50.8151,50.873,49.9625,58.5472,68.5006,77.0518,31,158
43.5,-86.25,8.9602,-4.215,-3.6873,1.1026,7.5607,14.115,19.5165,21.9116,20.9446,16.8298,10.3508,4.1471,-1.0536,70.6435,77.3057,73.3525,66.3451,60.9372,63.2582,66.252,68.5089,72.3313,73.2239,72.9984,74.533,78.6758,2.7898,33.4782,2.2224,66.6723,1.8356,55.0671,2.0385,61.1544,3.4126,102.3769,3.4083,102.2491,3.1878,95.6326,3.2221,96.6644,3.2729,98.1865,2.9121,87.3642,3.171,95.129,2.4906,74.7185,2.3043,69.1299,0.436,5.2323,1.4438,43.3145,1.1253,33.7577,0.619,18.5704,0.2779,8.3365,0.0051,0.1523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0221,0.6626,0.4368,13.1035,1.3024,39.0725,63.734,84.2579,72.3315,63.4861,62.5589,59.5226,54.3688,48.2292,49.9428,50.8059,62.3493,73.8252,83.1294,24,155
42.25,-85.0,9.5475,-4.1117,-2.8616,2.3671,8.851,15.2558,20.4399,22.378,21.2288,17.179,10.6913,4.2865,-1.1343,70.5463,78.4588,73.5718,66.178,60.9437,63.7006,66.3001,68.4365,72.1797,71.9563,71.9956,73.9535,78.8805,2.7264,32.7166,2.4313,72.9399,2.1012,63.036,2.2156,66.4692,3.239,97.1699,3.5496,106.4873,3.4247,102.7412,3.0208,90.6239,2.9314,87.9421,2.5149,75.4471,2.6484,79.4535,2.4511,73.5321,2.1885,65.6548,0.3537,4.2447,1.15,34.5006,1.0232,30.6954,0.5643,16.9301,0.2161,6.4826,0.0002,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0291,0.8736,0.364,10.9196,0.8978,26.9327,63.2961,79.2889,71.906,65.1159,64.1782,61.3131,56.2864,51.0801,51.8672,50.7265,59.5472,69.5282,78.7152,29,160
42.5,-84.5,9.5579,-4.1311,-2.8625,2.301,8.8058,15.2767,20.4347,22.4355,21.2767,17.2283,10.718,4.3181,-1.1067,68.5771,76.2219,71.1574,63.999,58.8071,61.388,64.4701,66.4926,70.5169,70.5207,70.5187,72.06,76.7734,2.603,31.2364,2.3007,69.0222,2.026,60.7815,2.0982,62.9473,3.2223,96.6682,3.4254,102.7622,3.2564,97.6906,2.6916,80.7476,2.8705,86.1149,2.4443,73.328,2.5194,75.5816,2.3356,70.0684,2.046,61.3804,0.3508,4.2096,1.0998,32.9938,1.0399,31.1971,0.5657,16.9711,0.2469,7.4077,0.0011,0.0317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0297,0.8922,0.3393,10.179,0.8872,26.6151,63.1471,78.678,71.3272,65.0904,64.3597,61.6311,55.8056,50.6702,51.9998,51.0886,59.7334,69.1662,78.2155,28,162
43.0,-83.5,9.1654,-4.5114,-3.2496,1.7317,8.1786,14.7308,19.9048,22.0813,20.9743,16.9315,10.4715,4.1045,-1.3633,68.5853,75.3031,70.1146,63.6143,58.8295,61.4243,64.8024,66.6983,70.7544,71.3207,71.2879,72.5143,76.3596,2.5209,30.2513,2.1392,64.1747,1.9814,59.4406,1.9975,59.926,3.1213,93.6394,3.1497,94.4901,3.2689,98.0682,2.6409,79.2255,2.6272,78.8155,2.5262,75.7866,2.5347,76.0403,2.3041,69.1242,1.9603,58.8093,0.3663,4.396,1.0841,32.5232,1.0819,32.4578,0.6171,18.5132,0.2856,8.5683,0.004,0.1187,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0021,0.0307,0.922,0.3574,10.7217,0.9351,28.0542,62.9687,76.6533,71.0959,65.7271,64.3352,61.3683,55.731,50.8242,51.9944,52.1562,60.2435,68.9521,76.5437,26,166
43.0,-84.25,9.2906,-4.4437,-3.1655,1.8493,8.3707,14.9511,20.156,22.2838,21.1242,17.0087,10.5107,4.1278,-1.2862,68.5396,75.8876,70.849,64.5951,59.5065,61.5051,64.3978,65.8482,69.9438,70.4411,70.7924,72.2049,76.504,2.5111,30.1329,2.1547,64.642,1.9232,57.6963,2.0095,60.2846,3.1887,95.6612,3.2131,96.3917,3.1541,94.6236,2.5903,77.7092,2.6953,80.8582,2.4385,73.1564,2.5366,76.0965,2.2772,68.3146,1.9517,58.5518,0.3473,4.1676,1.0617,31.8499,1.02,30.6005,0.5676,17.0288,0.2592,7.7763,0.0017,0.0515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0332,0.9947,0.3222,9.6669,0.902,27.0596,62.8948,77.4331,70.6001,65.2644,64.2271,61.1883,55.4104,50.2376,51.5732,51.5197,60.5282,69.2498,77.5055,26,163
44.75,-84.25,6.7347,-7.3314,-6.5095,-1.2609,5.7536,12.6792,17.7819,19.9049,18.8466,14.6968,8.0993,1.7979,-3.6425,71.3509,79.7135,75.2025,66.2617,58.5724,60.417,66.0825,68.7265,72.5807,74.7773,75.8838,77.3716,80.6206,2.3694,28.4327,1.7982,53.9474,1.6186,48.5582,1.7764,53.2923,2.8536,85.6066,2.7577,82.7312,3.0324,90.9729,2.7885,83.6544,2.7999,83.9958,2.5462,76.3855,2.4936,74.8091,2.1047,63.1418,1.8629,55.8863,0.5087,6.1044,1.2872,38.6171,1.1974,35.9211,0.9165,27.4959,0.6258,18.7731,0.034,1.0211,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0.0765,0.0892,2.6772,0.6541,19.6228,1.2976,38.9276,65.1135,80.1555,70.9515,64.1477,64.3651,61.2557,58.0468,52.1597,53.7243,55.3361,65.4349,74.5527,81.2325,19,163
42.25,-84.75,9.5612,-4.1327,-2.841,2.3966,8.8778,15.3015,20.4651,22.4154,21.2418,17.2059,10.6984,4.2767,-1.1709,69.9584,77.7623,72.8315,65.4612,60.264,62.905,65.6184,67.7488,71.7686,71.6051,71.6476,73.5245,78.364,2.6574,31.8886,2.3554,70.6635,2.0571,61.7132,2.1857,65.5718,3.1945,95.8338,3.522,105.6595,3.3251,99.7543,2.9079,87.2364,2.8672,86.0157,2.456,73.6809,2.5069,75.2058,2.3939,71.8174,2.1168,63.5042,0.3474,4.1693,1.104,33.1187,1.0184,30.5529,0.5669,17.0069,0.2261,6.7816,0.0004,0.0114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.87,0.3562,10.685,0.8684,26.052,63.1495,78.7248,71.639,65.2408,64.2949,61.5614,56.1982,50.9008,51.8529,50.7577,59.3358,69.0953,78.1918,29,161
44.0,-84.5,7.9766,-5.959,-4.9353,0.3486,7.0408,13.7864,18.9403,21.1642,20.0077,15.7786,9.2177,2.877,-2.5478,69.6685,77.2337,72.411,63.5648,58.3501,61.0923,65.6961,66.8958,71.1479,72.7535,73.6626,74.8223,78.3918,2.3221,27.8656,1.8214,54.6417,1.6595,49.7837,1.7789,53.3667,2.9122,87.3652,2.8461,85.3844,2.9414,88.2435,2.544,76.3206,2.5316,75.9468,2.3837,71.5103,2.4847,74.5401,2.0952,62.8557,1.867,56.0102,0.3939,4.7269,1.0879,32.6381,1.0347,31.0407,0.7092,21.276,0.3666,10.9982,0.0083,0.2499,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.01,0.0455,1.3645,0.4095,12.2843,1.0648,31.9443,63.2452,76.5661,69.1037,63.8048,63.977,61.0737,56.7268,50.538,52.0666,52.6079,62.5441,71.6969,78.2363,22,162
42.25,-83.75,9.6174,-3.8997,-2.6425,2.3322,8.7061,15.1506,20.374,22.5147,21.3436,17.2768,10.8013,4.4323,-0.9807,69.7127,75.9663,71.6469,65.9436,61.5545,64.2481,66.2541,67.2185,71.2975,71.6179,71.151,72.6377,77.0166,2.5739,30.8866,2.1901,65.7024,2.0169,60.5078,2.199,65.9695,3.1929,95.7861,3.3328,99.9832,3.2348,97.044,2.83,84.8999,2.8145,84.4364,2.3846,71.5389,2.3,69.0012,2.3493,70.4803,2.0417,61.2497,0.3218,3.8622,0.9646,28.9373,0.9995,29.984,0.5773,17.3187,0.2257,6.7716,0.0003,0.0088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0164,0.4923,0.2882,8.6451,0.7902,23.7069,62.6029,76.2019,70.6507,65.6847,64.5108,61.7891,55.808,50.622,52.0022,50.9132,58.6864,67.9128,76.4525,29,165
42.75,-84.5,9.4438,-4.2503,-2.9847,2.1185,8.6305,15.1467,20.3062,22.3405,21.1947,17.1263,10.6266,4.2365,-1.1656,68.3988,75.9875,70.7793,63.8574,58.6753,61.0746,64.3768,66.3991,70.323,70.3803,70.4663,71.9416,76.5242,2.5891,31.0693,2.2568,67.7052,1.9892,59.6762,2.0602,61.8057,3.2693,98.0778,3.3948,101.8448,3.253,97.5895,2.6517,79.5517,2.8352,85.0563,2.4345,73.0362,2.5708,77.1236,2.338,70.1389,2.0158,60.4734,0.3508,4.2102,1.1002,33.0067,1.0324,30.973,0.56,16.8009,0.2541,7.6227,0.0014,0.0408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0317,0.9496,0.3294,9.882,0.901,27.0295,63.0756,78.5833,71.0697,65.0179,64.2762,61.3125,55.5544,50.3464,51.7958,51.173,60.2024,69.3521,78.223,27,162
43.0,-84.0,9.2649,-4.4165,-3.1186,1.8628,8.3409,14.8906,20.0693,22.2066,21.0622,16.972,10.4896,4.1129,-1.2932,68.758,75.6953,70.692,64.6747,59.7685,61.881,64.8555,66.2959,70.4051,70.8166,71.1171,72.3963,76.4986,2.5173,30.2072,2.1456,64.3692,1.9407,58.2199,2.016,60.4801,3.1788,95.3627,3.1896,95.6879,3.2166,96.4966,2.5995,77.9839,2.6825,80.4749,2.4874,74.6212,2.5313,75.9401,2.2736,68.2077,1.9457,58.3715,0.3505,4.2058,1.0653,31.9581,1.0343,31.0302,0.581,17.4298,0.2605,7.8163,0.0014,0.0427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0339,1.0176,0.3252,9.7547,0.9041,27.1235,62.9418,77.2955,70.8492,65.5498,64.311,61.2315,55.4311,50.3471,51.6589,51.7841,60.5184,69.1098,77.2153,26,164
42.25,-83.5,9.8794,-3.6661,-2.406,2.4622,8.8778,15.3841,20.6967,22.8799,21.6894,17.5857,11.0719,4.6994,-0.7222,68.9306,75.1023,70.7513,65.6491,61.2565,63.6173,65.0698,65.8042,70.1727,70.9622,70.5324,71.9885,76.2608,2.536,30.4323,2.1502,64.5046,2.0051,60.153,2.1607,64.8203,3.1367,94.1,3.2079,96.2372,3.1926,95.7775,2.8151,84.4517,2.7912,83.7364,2.3626,70.879,2.2555,67.6651,2.3224,69.6707,2.0324,60.9732,0.3076,3.6907,0.9324,27.9708,0.9723,29.1691,0.5701,17.1027,0.2019,6.0582,0.0004,0.0131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103,0.3092,0.2559,7.6756,0.7474,22.4228,62.2676,75.3504,70.1682,65.6312,64.3331,61.5584,55.5769,50.543,51.6632,50.5486,58.3136,67.6133,75.9116,29,166
44.25,-85.25,7.2114,-6.711,-5.8203,-0.5873,6.3185,13.1626,18.2787,20.3612,19.265,15.0801,8.418,2.066,-3.2945,71.4686,80.2357,75.4185,66.571,59.2747,61.1225,65.9489,68.224,72.4415,74.0696,75.5565,77.3691,81.3916,2.546,30.5522,1.9648,58.9437,1.7297,51.8904,1.942,58.259,3.1174,93.5211,2.9832,89.4966,3.2454,97.3606,2.8619,85.8574,2.6876,80.6293,2.7423,82.2678,2.8859,86.5765,2.3129,69.3874,2.0792,62.377,0.5148,6.1774,1.3785,41.3547,1.2185,36.5558,0.889,26.6705,0.4919,14.7576,0.0278,0.8349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098,2.9402,0.6957,20.8716,1.3779,41.3356,65.2897,81.537,72.4249,65.2235,64.5107,61.6272,57.3547,51.4346,53.5428,54.359,64.6572,74.716,82.089,21,159
